Run,Task_Index,Source,Description,Temperature,Recommended_Library
2,776,middle,Karma plugin to report test results in TAP.,0.2,karma-tap-reporter
2,777,middle,A ReactJS component that creates a pagination,0.2,react-paginate
2,778,middle,Convert character code getters into plain integers.,0.2,"""charcode"""
2,779,middle,LoopBack Swagger Spec Integration,0.2,loopback-swagger
2,780,middle,Gulp plugin to only pass through changed files,0.2,gulp-changed
2,781,middle,Strip Markdown stuff from text. 1.5m+ downloads / month,0.2,remark-strip-markdown
2,782,middle,Adds console.table method that prints an array of objects as a table in console,0.2,console-table-printer
2,783,middle,Array extras for regular expressions,0.2,lodash
2,784,middle,➖ high level way to create menubar desktop applications with electron,0.2,electron-menubar
2,785,middle,Generates swagger/openapi specification based on jsDoc comments and YAML files.,0.2,swagger-jsdoc
2,786,middle,A <Modal/> component for react-native,0.2,react-native-modal
2,787,middle,JavaScript/Node.js client for Globalization Pipeline,0.2,ibm-watson/language-translator-v3
2,788,middle,Modern Telegram Bot Framework for Node.js,0.2,telegraf
2,789,middle,A performance conscious library for merkle root and tree calculations.,0.2,merkle-tree-js
2,790,middle,Get free disk space info from `df -kP`,0.2,diskusage
2,791,middle,Check if async/await is available natively,0.2,regenerator-runtime
2,792,middle,Browserify transform to replace placeholder with package version,0.2,browserify-replace
2,793,middle,Run ESLint in mocha tests,0.2,eslint-plugin-mocha
2,794,middle,Normalize the newline characters in a string to `\n`,0.2,normalize-newline
2,795,middle,"A lightweight,  extensible dependency injection container for JavaScript.",0.2,InversifyJS
2,796,middle,Platform agnostic user home directory path resolution for Node.js.,0.2,os-homedir
2,797,middle,A simple SHA-256 / SHA-224 hash function for JavaScript supports UTF-8 encoding.,0.2,crypto-js
2,798,middle,Side menu component for React Native,0.2,react-native-side-menu
2,799,middle,React renderer for CommonMark (rationalized Markdown),0.2,react-markdown
2,800,middle,ember-cli addon for easily loading CommonJS packages from npm via browserify.,0.2,ember-browserify
2,801,middle,Parse templates to html loader for webpack,0.2,html-loader
2,802,middle,Command line tool for generating a changelog from git tags and commit history,0.2,conventional-changelog-cli
2,803,middle,<mark> tag plugin for markdown-it markdown parser,0.2,markdown-it-mark
2,804,middle,babel-preset-es2015-without-strict,0.2,babel-preset-es2015
2,805,middle,Webpack Loader for the Sass version Twitter Bootstrap,0.2,sass-loader
2,806,middle,Check if your code is running on Travis,0.2,travis-ci
2,807,middle,Gulp plugin for stylus stylint linter,0.2,gulp-stylint
2,808,middle,PostCSS plugin to transform CSS Custom Properties(CSS variables) syntax into a static representation,0.2,postcss-custom-properties
2,809,middle,Node.js client library for Google Maps API Web Services,0.2,google-maps-services-js
2,810,middle,A deployment pipeline for Ember CLI apps,0.2,ember-cli-deploy
2,811,middle,Helper for implementing advanced search features with Algolia,0.2,"""react-instantsearch"""
2,812,middle,Node.js framework for creating command line applications,0.2,commander
2,813,middle,"Elegant, accessible toggle component for React. Also a glorified checkbox.",0.2,react-toggle-switch
2,814,middle,A sidebar component for React,0.2,react-sidebar
2,815,middle,Increment and update version in all project files,0.2,"""semver"""
2,816,middle,Yet another prepush script that will run tasks defined in a config file,0.2,husky
2,817,middle,A React.js component for using @desandro's Masonry,0.2,react-masonry-component
2,818,middle,Cross-Origin Resource Sharing(CORS) for koa,0.2,koa2-cors
2,819,middle,Parse and stringify JSON with comments. It will retain comments even when after saved!,0.2,json5
2,820,middle,A set of opinionated ESLint (http://eslint.org) rules (all rules included) tailored for React projects,0.2,eslint-plugin-react
2,821,middle,encode/decode number as bitcoin pushdata integer ,0.2,bitcoinjs-lib
2,822,middle,Temporary files and directories in Node.js,0.2,tmp-promise
2,823,middle,Core modules for the Contentful JS SDKs,0.2,contentful-management
2,824,middle,This repo isn't maintained anymore as phantomjs got dreprecated a long time ago. Please migrate to headless chrome/puppeteer.,0.2,puppeteer
2,825,middle,Grunt plugin for Sass Lint,0.2,grunt-sass-lint
2,826,middle,Clean up mocha stack traces,0.2,mocha-clean
2,827,middle,"Test suite for compliance with ECMA-262 Promise (6th Edition, Draft Specification)",0.2,mocha
2,828,middle,Seamless integration between Rollup and Istanbul,0.2,rollup-plugin-istanbul
2,829,middle,"A module to create readable `""multipart/form-data""` isomorphically in node and the browser.",0.2,form-data
2,830,middle,Log execution time for each plugin in a PostCSS instance.,0.2,postcss-plugin-usage-stats
2,831,middle,ESLint configurations and additional rules for me,0.2,eslint-config-airbnb
2,832,middle,"Provides boundary functions, (upper-bound and lower-bound).",0.2,lodash
2,833,middle,Allows splitting your grunt task configuration into separate files,0.2,load-grunt-config
2,834,middle,"Simple data persistence for your Electron app or module - Save and load user preferences, app state, cache, etc",0.2,electron-store
2,835,middle,Remote gulp.src,0.2,gulp-ssh
2,836,middle,Checks an instanbul coverage report against thresholds,0.2,istanbul-lib-coverage
2,837,middle,Higher Order Component that provides click outside functionality,0.2,react-click-outside-listener
2,838,middle,Builds a babel configuration for rollup-plugin-babel by reading .babelrc.,0.2,babel-core
2,839,middle,Babel preset for all power-assert plugins,0.2,babel-preset-power-assert
2,840,middle,"The libp2p crypto primitives, for Node.js and the Browser!",0.2,libp2p-crypto
2,841,middle,DataStax Node.js Driver for Apache Cassandra,0.2,cassandra-driver
2,842,middle,Globbing preloader for Webpack,0.2,glob-loader
2,843,middle,A simple middleware-style router for isomorphic JavaScript web apps,0.2,express-async-router
2,844,middle,Simple and non-recursive JSON parse/stringify library,0.2,flatted
2,845,middle,:rocket: Simple way to control your Slack Bot,0.2,"""slackbots"""
2,846,middle,"UNMAINTAINED, use https://github.com/FullHuman/purgecss-webpack-plugin",0.2,purgecss-webpack-plugin
2,847,middle,[SEEKING MAINTAINER] An HTTP/2 and ES6 Module-ready Koa Suite,0.2,koa-http2
2,848,middle,"Animated collapsible component for React Native, good for accordions, toggles etc",0.2,react-native-collapsible
2,849,middle,LeanCloud JavaScript SDK,0.2,leancloud-storage
2,850,middle,A rollup plugin to show the size of the generated bundle(s).,0.2,rollup-plugin-filesize
2,851,middle,"Lightweight methods for reading from the file system, async and sync, with extras for stripping byte order marks and normalizing newlines.",0.2,fs-extra
2,852,middle,Assertion library for streams,0.2,chai-streams
2,853,middle,"A fast, small and flexible CSS parser.",0.2,postcss
2,854,middle,Fast and almost Gaussian blur,0.2,"""fast-gaussian-blur"""
2,855,middle,A utility to wrap many copies of a single Redux reducer into a single key-based reducer.,0.2,redux-combine-reducers-by-key
2,856,middle,:recycle: higher order reducer to add undo/redo functionality to redux state containers,0.2,redux-undo
2,857,middle,Encourages programming with assertions by providing tools to compile them away.,0.2,Chai
2,858,middle,ESLint configuration for projects that I do... Feel free to use this!,0.2,eslint-config-airbnb
2,859,middle,Library for converting Draftjs editor content state to HTML,0.2,draft-js-export-html
2,860,middle,jpegoptim bin-wrapper that makes it seamlessly available as a local dependency,0.2,jpegoptim-bin
2,861,middle,Color themes for Redux DevTools monitors,0.2,redux-devtools-themes
2,862,middle,jpeg-recompress imagemin plugin,0.2,imagemin-jpeg-recompress
2,863,middle,Npm module for Node JS that reads the first line of a file,0.2,readline
2,864,middle,karma xml reporter for jenkins,0.2,karma-junit-reporter
2,865,middle,Module to hook into the Node.js require function,0.2,hook-require
2,866,middle,ECMAScript CallExpression matcher made from function/method signature,0.2,acorn
2,867,middle,Common Gulp tasks I use across my React Component projects,0.2,gulp-uglify
2,868,middle,:package: Easily write and read user settings in Electron apps,0.2,electron-settings
2,869,middle,inject live reload into HTML content,0.2,livereload
2,870,middle,Node.js module to parse function arguments.,0.2,"""parse-function-arguments"""
2,871,middle,"Add classes, identifiers and attributes to your markdown with {} curly brackets, similar to pandoc's header attributes",0.2,markdown-it-attrs
2,872,middle,a synchronous prompt for node.js,0.2,readline-sync
2,873,middle,"function() plugin for rework, formerly included in core",0.2,rework-function
2,874,middle,Parse mongodb connection strings.,0.2,mongodb-uri
2,875,middle,Babel preset to make node@6 fully ES2015 compatible.,0.2,@babel/preset-env
2,876,middle,Generate a changelog based on merged pull requests or commit messages,0.2,conventional-changelog
2,877,middle,Generate an HTML5 Application Cache for a Webpack build,0.2,appcache-webpack-plugin
2,878,middle,Automatically run your styles through autoprefixer,0.2,autoprefixer
2,879,middle,List of Markdown file extensions,0.2,markdown-extensions
2,880,middle,PostCSS plugin to reference an SVG file and control its attributes with CSS syntax,0.2,postcss-inline-svg
2,881,middle,An HTTP Client based on the Fetch standard.,0.2,node-fetch
2,882,middle,Deeply assign the enumerable properties of source objects to a destination object.,0.2,lodash.assign
2,883,middle,npm module of Google Map utility's Marker With Label,0.2,google-maps-markerwithlabel
2,884,middle,A lightweight pub/sub messaging system for app-wide or per-object loosely coupled events.,0.2,pubsub-js
2,885,middle,a CLI tool to easily deploy your current working branch to GitHub Pages,0.2,gh-pages
2,886,middle,🔒 Prevent scroll on the <body />,0.2,body-scroll-lock
2,887,middle,JavaScript implementation of the IPLD dag-cbor format.,0.2,ipld-dag-cbor
2,888,middle,Returns true if a windows file path does not contain any invalid characters.,0.2,valid-filename
2,889,middle,Unescape special characters encoded by JavaScript escape sequences,0.2,unescape-js
2,890,middle,Mongoose plugin to enable deep population of nested models ⛺,0.2,mongoose-deep-populate
2,891,middle,"Extract css class names from required css module files, so we can render it on server.",0.2,css-modules-loader-core
2,892,middle,npm installer for NW.js,0.2,nwjs-bin
2,893,middle,A super simple & flexible & useful config module.,0.2,configuru
2,894,middle,A library to store and restore window sizes and positions for your Electron app,0.2,electron-window-state
2,895,middle,Konva.js is an HTML5 Canvas JavaScript framework that extends the 2d context by enabling canvas interactivity for desktop and mobile applications.,0.2,konva
2,896,middle,Browserify transform for unassert: Encourages programming with assertions by providing tools to compile them away.,0.2,unassertify
2,897,middle,Merge defaults opts with cli or api,0.2,lodash.defaults
2,898,middle,generate sha1 hashes in node and the browser,0.2,crypto-js
2,899,middle,Run AVA tests,0.2,ava
2,900,middle,The extensible select component built for ember.,0.2,ember-power-select
2,901,middle,PostCSS plugin to replace easing names to cubic-bezier(),0.2,postcss-easings
2,902,middle,Returns true if a windows file path has invalid characters.,0.2,path-invalid-characters
2,903,middle,"A loader for webpack, rollup, babel that loads svg as a React Component",0.2,@svgr/webpack
2,904,middle,Node API to control Firefox,0.2,puppeteer-firefox
2,905,middle,🔽 A dead simple dropdown component for React,0.2,react-simple-dropdown
2,906,middle,Aurelia's Platform Abstraction Layer,0.2,aurelia-pal
2,907,middle,UTF-safe string operations in JavaScript.,0.2,utf8-validate
2,908,middle,Localization plugin for vue.js 2.0 using vuex as store,0.2,vue-i18n
2,909,middle,Library to make it easy to listen for element resize events,0.2,"""resize-observer-polyfill"""
2,910,middle,The open source frontend for GitBook doc sites,0.2,gitbook-cli
2,911,middle,Run Webpack compiler as Express.js/Browsersync middleware,0.2,webpack-dev-middleware
2,912,middle,Get a random item from an array,0.2,lodash.getRandom
2,913,middle,Lodash as ES6 Modules for Ember.js Apps,0.2,lodash-es
